1579981056.165924,0,0.08460833132266998
1579981056.286292,1,0.05430557578802109
1579981056.40499,2,0.049634870141744614
1579981056.522079,3,0.047272827476263046
1579981056.651534,4,0.045838940888643265
1579981056.76309,5,0.04486686363816261
1579981056.873124,6,0.043295979499816895
1579981056.984902,7,0.042049311101436615
1579981057.101758,8,0.04107851907610893
1579981057.223704,9,0.038502540439367294
1579981057.333656,10,0.03760595619678497
1579981057.446858,11,0.036176927387714386
1579981057.563599,12,0.035096295177936554
1579981057.674744,13,0.034133024513721466
1579981057.793081,14,0.03365718573331833
1579981057.908481,15,0.03348299115896225
1579981058.017054,16,0.03308699652552605
1579981058.133403,17,0.032545603811740875
1579981058.248381,18,0.032847147434949875
1579981058.362228,19,0.03255844488739967
1579981058.471851,20,0.032049715518951416
1579981058.599048,21,0.03220347687602043
1579981058.707732,22,0.03204452618956566
1579981058.816874,23,0.031457774341106415
1579981058.923718,24,0.031935080885887146
1579981059.033337,25,0.031331393867731094
1579981059.146653,26,0.031120548024773598
1579981059.262207,27,0.03129754960536957
1579981059.379187,28,0.030957277864217758
1579981059.491187,29,0.030761919915676117
1579981059.605857,30,0.030956001952290535
1579981059.721564,31,0.030368579551577568
1579981059.835029,32,0.030902953818440437
1579981059.94271,33,0.030311131849884987
1579981060.054996,34,0.0304860919713974
1579981060.174995,35,0.030084485188126564
1579981060.289859,36,0.030336622148752213
1579981060.407533,37,0.030174637213349342
1579981060.52469,38,0.029829977080225945
1579981060.644178,39,0.0300810094922781
1579981060.753067,40,0.029724055901169777
1579981060.861875,41,0.02992960996925831
1579981060.973604,42,0.029704861342906952
1579981061.091659,43,0.029703767970204353
1579981061.21324,44,0.02955298312008381
1579981061.323298,45,0.028973666951060295
1579981061.436812,46,0.02941695600748062
1579981061.551546,47,0.02918776124715805
1579981061.668408,48,0.029263228178024292
1579981061.775418,49,0.029227573424577713
1579981061.885402,50,0.029005948454141617
1579981061.996696,51,0.02916662208735943
1579981062.116831,52,0.028919870033860207
1579981062.238005,53,0.028911687433719635
1579981062.347035,54,0.02851247228682041
1579981062.455496,55,0.028669606894254684
1579981062.572927,56,0.02889961190521717
1579981062.68788,57,0.0284678116440773
1579981062.797876,58,0.02868213877081871
