0.85605,1.4762,2.2236,2.6917,1.9853,0.97154,0.29179,0
1.1884,0.92621,0.72324,1.7256,1.1242,0.75237,1.0339,0
0.067325,0.32641,0.91148,1.4522,1.4639,1.2657,0.80818,0
0.0087591,0.11685,0.38959,0.67462,0.39729,0.12234,0.0063798,0
0.5738,1.1384,1.3839,1.4993,1.0067,1.2204,0.5656,0
0.91471,1.4371,1.7808,1.8341,1.2691,1.2906,1.0335,0
0.012702,0.20705,0.67234,1.1375,0.67097,0.21201,0.0097948,0
0.35584,0.16521,0.54238,0.90874,0.53621,0.16618,0.059524,0
1.244,1.5123,2.5953,3.5289,2.824,1.6756,1.0687,0
0.079965,0.27203,0.19486,0.59496,1.1833,1.2043,0.75103,0
0.0070367,0.19991,0.62836,1.0649,0.62377,0.18477,0.015787,0
1.1493,2.9616,3.8324,3.3443,1.1385,1.0917,0.86153,0
0.16778,0.3332,0.34835,0.3224,0.2763,0.17938,0.1874,0
0.1397,0.71358,1.5453,1.7125,0.89949,0.90524,1.4281,0
0.024595,0.16419,0.77635,1.5066,1.3481,0.61089,0.074351,0
1.0507,0.74945,0.53033,0.58446,1.3881,2.169,2.209,0
0.85546,0.44985,0.16265,0.38807,0.3799,0.19914,0.025655,0
0.68468,1.2346,1.4534,2.4926,3.1608,3.7064,2.6744,0
0.38245,0.20261,0.62809,1.0491,0.61492,0.22176,0.064934,0
1.8363,2.0021,1.7679,1.8734,1.9971,2.5527,2.8159,0
0.98248,1.4191,1.9073,1.7013,0.72788,0.13158,0.096731,0
0.61243,0.62561,0.83832,1.1222,0.81309,0.046504,0.61596,0
0.072675,0.19837,0.44911,0.48314,0.83421,1.2579,0.76923,0
0.74844,1.1191,2.1191,3.0876,2.5635,1.3099,0.35812,0
0.14117,0.22877,0.3077,0.83815,0.40524,0.37602,0.2531,0
0.007932,0.27338,0.83071,1.3421,0.77533,0.21878,0.0079346,0
0.68393,0.77538,0.57779,1.2739,1.2921,0.21157,0.86861,0
0.69018,0.47193,0.54439,0.98012,0.93372,0.5887,0.48816,0
0.0053056,0.20568,0.65699,1.1125,0.65126,0.19862,0.0064778,0
0.0051382,0.16895,0.53572,0.90341,0.53243,0.16863,0.014101,0
0.0015588,0.23512,0.76131,1.2901,0.76345,0.2362,0.0058437,0
0.013675,0.19277,0.58969,0.98545,0.58072,0.17407,0.0014847,0
0.014056,0.16972,0.58426,0.99538,0.58316,0.1718,0.0039308,0
0.1575,0.36024,0.70696,2.1148,2.1673,1.6799,1.0893,0
0.0034092,0.16293,0.51045,0.86168,0.50249,0.14818,0.010677,0
0.046806,0.16656,0.59756,0.82459,0.50533,1.1048,0.81088,0
0.0053862,0.15151,0.50769,0.86666,0.51823,0.16999,0.015326,0
0.77482,0.61334,0.58699,0.79848,1.1338,0.90203,0.9012,0
1.1378,0.69714,0.22434,1.2004,1.5608,1.9358,1.1045,0
0.94299,0.94077,1.407,2.2152,2.1161,1.1026,0.28644,0
0.0095067,0.20797,0.65336,1.1093,0.64245,0.32536,0.64042,0
0.63615,1.2768,1.8386,1.982,1.0442,0.54363,0.44353,0
0.013288,0.32265,0.88591,1.325,0.75431,0.19867,0.013112,0
0.13231,0.64661,1.3538,1.4111,0.69591,0.15371,0.018767,0
0.01237,0.30462,0.77972,1.1553,0.97168,0.44169,0.10069,0
0.017154,0.14043,0.44874,0.75478,0.44909,0.14439,0.028476,0
1.0469,1.8113,2.2914,2.2376,1.1037,0.74658,0.92313,0
0.90198,0.46251,0.23202,0.63118,0.52489,1.1462,1.4452,0
0.0071614,0.20491,0.67629,1.1692,0.71011,0.2331,0.016228,0
0.77383,2.0564,3.0475,3.0257,1.8154,0.76428,1.0014,0
0.32568,0.42182,0.42012,1.2056,1.2571,1.2099,0.71607,0
2.1111,1.9093,1.1065,1.1045,0.9947,0.54543,0.064439,0
0.15189,0.10531,0.056233,0.34102,0.92788,1.0196,0.31093,0
0.0098489,0.16551,0.544,0.91506,0.54781,0.17139,0.006583,0
0.026631,0.31357,0.71632,1.0833,0.39824,0.50623,1.111,0
0.41674,0.93941,1.1508,0.56222,0.2814,0.38989,0.10469,0
0.011426,0.20038,0.6489,1.0967,0.65649,0.20251,0.012591,0
1.3067,1.5732,0.85536,0.43705,1.0818,0.89258,0.20079,0
0.0095193,0.1852,0.64194,1.114,0.6585,0.19475,0.006035,0
1.5963,1.4895,1.9567,3.0361,2.8263,2.2883,1.4169,0
0.76259,1.735,1.9573,2.0929,1.9284,2.125,1.1628,0
0.6894,0.74038,0.41141,0.44343,0.48629,0.39117,0.94614,0
0.077269,0.1552,0.42302,0.87495,1.2312,1.4039,1.1311,0
0.929,1.2896,1.6709,1.9932,1.6817,1.228,0.85085,0
0.97861,1.2982,1.5945,1.0988,0.45124,0.21278,0.086717,0
2.2844,2.2697,1.0231,0.64401,0.92839,0.55003,0.071432,0
0.76852,0.9296,1.2586,1.6438,1.4504,1.1526,0.60899,0
0.014127,0.38506,1.1351,1.6562,1.2367,0.47807,0.011757,0
0.0091082,0.12853,0.50375,0.9109,0.69368,0.69637,0.91615,0
0.4697,1.0384,1.3127,1.5337,0.96261,0.81387,0.46926,0
1.0178,1.4496,2.3583,2.737,2.2576,1.3542,0.44876,0
0.50405,0.32321,0.70753,1.3093,1.4009,1.4691,1.3492,0
0.58934,0.94012,0.94547,0.95093,0.51256,0.13098,0.032794,0
0.048831,0.25395,0.73223,1.431,1.1062,0.9444,0.81187,0
0.20931,1.1132,2.417,2.9094,1.6712,0.51246,0.060716,0
0.022416,0.19414,0.47119,0.76372,0.52942,0.77469,0.6285,0
1.7771,0.46328,0.94136,1.5096,1.1856,0.5138,0.05058,0
0.75738,0.34307,0.32163,0.71419,0.56728,0.58906,0.69227,0
0.33626,0.47442,0.9143,1.6208,1.1526,1.0183,0.63535,0
0.47779,0.2133,0.53804,1.0166,0.96383,1.0365,0.57441,0
0.28223,1.1075,2.7795,4.0192,2.9998,1.2831,0.040967,0
0.66507,1.48,2.0114,2.2302,1.5199,0.55224,0.0617,0
0.2541,0.19404,0.66919,1.1461,0.64335,0.14064,0.051469,0
