-0.02776,-0.029364,-0.04264,0.40925,0.82452,1,0.84076,0.51035,0.26057,-0.02794,-0.47683
-0.020596,-0.056733,-0.050429,0.013754,0.40404,0.91338,1,0.72069,0.27354,0.039139,0.35348
-0.044687,-0.0088913,0.023582,0.20567,0.64199,1,0.58263,0.20983,0.24782,0.30917,-0.069207
-0.030243,-0.076288,-0.050137,-0.0045211,0.189,0.64491,1,0.3611,-0.11414,-0.34787,1.131
-0.060798,-0.051964,-0.0010304,0.32493,0.81526,1,0.66234,0.054429,-0.061901,-0.035798,-0.30749
-0.053268,-0.0034161,0.037346,0.29696,0.74568,1,0.14748,-0.19435,-0.17366,-0.032627,0.025108
-0.0095902,0.014899,0.16564,0.69908,1,0.32046,-0.0099078,0.049333,0.11002,-0.017659,-0.74446
-0.059064,-0.046623,-0.012363,0.33009,0.78966,1,0.64806,0.1558,0.012891,-0.03797,-0.4021
0.00054921,-0.028738,-0.042879,0.056062,0.36556,0.86311,1,0.83962,0.44838,0.14235,0.13153
-0.073178,-0.089169,-0.023523,0.03957,0.51407,1,0.74944,-0.0038708,-0.41473,-0.25211,0.40635
-0.051844,-0.0080763,0.15775,0.59617,1,0.6299,0.16853,0.032355,0.13583,0.1284,-0.89832
-0.043527,-0.051064,-0.03121,0.029032,0.56888,1,0.78978,0.32637,0.023376,-0.076926,0.35308
-0.057401,-0.069462,-0.027073,0.073123,0.54723,1,0.74632,0.19205,-0.061525,-0.033094,0.29743
-0.0080738,-0.01743,-0.018831,0.16428,0.53342,1,0.91633,0.62005,0.28122,0.041657,-0.069791
-0.024908,-0.095815,-0.064907,0.0050818,0.22129,0.6594,1,0.192,-0.52156,-0.63057,1.0986
0.0091702,-0.043105,-0.055902,-0.04073,0.12752,0.53925,1,0.73524,0.2761,-0.12518,1.1042
-0.04534,-0.040662,-0.023225,0.42976,0.92123,1,0.69761,0.26695,0.098796,-0.04279,-0.49123
-0.057932,-0.05067,-0.024442,0.29662,0.74539,1,0.64518,0.16476,-0.11023,-0.13321,-0.33731
