-0.021266,-0.058353,-0.063405,-0.034549,0.52509,1,0.96349,0.54651,0.046483,-0.14177,0.47869
-0.025928,-0.07215,-0.059653,0.036629,0.40004,0.95785,1,0.53514,-0.0024154,-0.13505,0.30696
-0.07218,-0.017156,0.0089212,0.534,1,0.80247,0.12927,-0.1961,-0.074037,-0.15066,-0.56925
-0.076207,-0.03662,0.027874,0.17607,0.63245,1,0.45987,-0.17769,-0.30516,-0.12286,0.16258
-0.04565,-0.083976,-0.056112,0.064433,0.51304,1,0.8728,0.37055,-0.15968,-0.27185,0.29368
-0.029591,-0.047084,-0.018912,0.10908,0.51952,1,0.81928,0.41076,0.15149,0.094501,0.099166
-0.019942,-0.039002,-0.032159,0.093576,0.53034,1,0.86574,0.57075,0.21903,0.056419,0.15098
-0.022466,-0.037272,-0.032516,0.12674,0.50105,1,0.83773,0.48259,0.1583,-0.0010521,0.034354
-0.0488,-0.027666,-0.0082367,0.2449,0.709,1,0.60769,0.27424,0.21074,0.11438,-0.19799
-0.023543,-0.07099,-0.024805,-0.0059517,0.44721,0.93596,1,0.36482,-0.05638,-0.017764,0.59362
-0.052922,-0.043915,-0.0043261,0.16795,0.58411,1,0.57203,0.059524,-0.16192,-0.10621,0.02028
-0.04214,-0.046779,-0.017038,0.20434,0.62993,1,0.79664,0.26059,-0.0039966,-0.096661,-0.22032
-0.034129,-0.048995,-0.025695,0.078783,0.5251,1,0.84889,0.40943,0.10373,0.065002,0.24022
0.09261,0.098669,-0.0087976,-0.056763,-0.51724,-0.81436,-0.34501,0.69028,1,0.40305,0.59344
0.00183,-0.035872,-0.032525,-0.021577,0.29444,0.77617,1,0.74304,0.38591,0.23109,0.46862
-0.057797,-0.029463,0.026447,0.21542,0.67212,1,0.44334,-0.109,-0.26123,-0.14145,-0.0048899
-0.030173,-0.056997,-0.033728,0.052538,0.51,1,0.97611,0.55053,0.20722,0.076749,0.24284
-0.038756,-0.039225,-0.0085272,0.15915,0.56365,1,0.75402,0.24373,-0.0071223,-0.040863,-0.032701
-0.05539,-0.057439,0.002062,0.50887,0.99157,1,0.72661,0.18525,-0.045307,-0.13367,-0.60391
-0.032705,-0.043568,-0.014152,0.11202,0.53841,1,0.79552,0.34749,0.047512,0.011018,-0.00069849
-0.043427,-0.027745,0.0064892,0.15073,0.59387,1,0.61494,0.14369,0.04253,0.12479,-0.0019808
-0.090923,-0.061047,0.01766,0.41233,0.93052,1,0.39709,-0.30081,-0.35266,-0.17529,-0.59501
0.0014235,-0.054929,-0.039959,-0.015899,0.42286,0.89644,1,0.69853,0.15567,0.051403,0.58651
-0.079615,-0.0088673,0.035628,0.63931,1,0.60266,-0.041119,-0.34941,-0.091834,-0.067048,-0.57855
-0.080039,-0.038421,0.0009923,0.41492,0.92595,1,0.42087,-0.08528,-0.084723,-0.051299,-0.45441
0.073769,0.071304,-0.025175,-0.057534,-0.3365,-0.42579,0.054121,0.82619,1,0.46197,0.57126
-0.051557,-0.058558,-0.033423,0.098472,0.52344,1,0.72831,0.31033,-0.011062,-0.071559,0.21694
-0.059319,-0.044781,-0.01702,0.36956,0.87155,1,0.55815,0.17199,0.029762,-0.041528,-0.57228
-0.051819,-0.038418,-0.016169,0.4025,0.88804,1,0.68277,0.28687,0.1642,0.011083,-0.56229
-0.036593,-0.016503,-0.0060464,0.18568,0.64257,1,0.50052,0.29421,0.24676,0.14458,0.063514
0.0006982,-0.05803,-0.055234,-0.012538,0.37696,0.87266,1,0.6498,0.069303,-0.14064,0.51843
-0.05254,-0.041763,-0.012341,0.25468,0.69921,1,0.65738,0.16167,-0.049084,-0.067028,-0.24782
-0.04252,-0.044848,-0.01377,0.21181,0.63232,1,0.83308,0.33053,0.063227,-0.02301,-0.24138
-0.050762,-0.050524,-0.01204,0.21441,0.61232,1,0.73845,0.17063,-0.13049,-0.13383,-0.19807
-0.03212,-0.024445,-0.011725,0.20624,0.60372,1,0.59245,0.28935,0.14384,0.026833,0.040128
-0.06175,-0.066655,-0.022647,0.3215,0.7773,1,0.72482,0.11996,-0.19866,-0.20665,-0.48792
-0.047859,-0.053078,-0.031575,0.3076,0.75375,1,0.82908,0.33888,0.054791,-0.090206,-0.41362
-0.070284,-0.042573,0.0091768,0.17794,0.67813,1,0.39599,-0.17128,-0.24265,-0.056026,0.1293
-0.068852,-0.048135,-0.0073413,0.040241,0.59729,1,0.65148,0.18131,0.0036266,0.19074,0.37716
-0.0058558,-0.023603,-0.020031,0.14253,0.52497,0.9711,1,0.71825,0.42386,0.135,-0.10899
-0.03865,-0.0080119,-0.0044753,0.30501,0.78122,1,0.50377,0.33105,0.19243,0.079696,-0.19167
-0.058264,-0.016963,-0.012355,0.43558,0.90387,1,0.44442,0.22474,0.10485,-0.16661,-0.24997
-0.073223,-0.046131,0.0073309,0.43636,0.93427,1,0.62362,0.14432,-0.04121,-0.091167,-0.58765
-0.082736,-0.033278,-1.101e-05,0.41101,0.88256,1,0.37461,-0.070037,-0.065082,-0.045982,-0.31995
-0.086235,-0.078948,-0.010431,0.10793,0.59105,1,0.53849,-0.21506,-0.4217,-0.18397,0.30366
-0.02709,-0.031906,-0.028952,0.16234,0.56023,1,0.95355,0.67129,0.43048,0.14587,-0.12527
-0.058791,-0.049259,-0.00099542,0.10064,0.57739,1,0.71001,0.16819,0.015295,0.093949,0.18187
0.046409,-6.78e-05,-0.037206,-0.034986,0.035912,0.35887,0.83791,1,0.73302,0.34019,0.53299
-0.058807,-0.08089,-0.031052,0.10278,0.57992,1,0.64937,0.11726,-0.35266,-0.30373,0.28676
-0.0019275,-0.055447,-0.042432,-0.014384,0.35542,0.82093,1,0.66765,0.14746,0.0093539,0.52566
-0.072269,-0.043607,-0.028648,0.29783,0.69581,1,0.54066,0.13741,-0.10101,-0.24498,-0.1432
-0.030578,-0.037687,-0.032129,0.11618,0.53325,1,0.81221,0.48728,0.16733,0.013366,0.17456
-0.053315,-0.08598,-0.049258,0.021543,0.50989,1,0.81103,0.24893,-0.18171,-0.12145,0.41264
-0.029593,-0.050534,-0.031824,0.10528,0.50089,1,0.82714,0.38549,-0.10797,-0.16018,0.17319
0.0053792,-0.030551,-0.041829,-0.029927,0.30055,0.76623,1,0.86193,0.59568,0.30776,0.41759
-0.047704,-0.067183,-0.019904,0.075432,0.57231,1,0.76793,0.21938,-0.08972,-0.047752,0.3126
-0.04481,-0.042162,-0.015116,0.16374,0.62638,1,0.72654,0.33535,0.070813,0.012328,-0.16851
-0.053135,-0.026058,0.0045937,0.2061,0.69,1,0.53375,0.1244,-0.0059712,0.011261,-0.10833
-0.045019,-0.026404,-0.010811,0.39997,0.87174,1,0.66016,0.27836,0.27045,0.091806,-0.39673
-0.070011,0.033548,0.032257,0.66243,1,0.43509,-0.44517,-0.44348,0.15983,0.11498,-0.5425
-0.11123,-0.03028,0.034597,0.52069,1,0.90233,-0.0056243,-0.64555,-0.37694,-0.14497,-0.39345
-0.047654,-0.042897,-0.019105,0.29881,0.81287,1,0.66768,0.28449,0.096023,0.010153,-0.57733
-0.046349,-0.042656,-0.012039,0.17766,0.59132,1,0.78592,0.28443,0.032217,-0.025208,-0.124
-0.046142,-0.036078,-0.020525,0.32315,0.78967,1,0.68433,0.25555,0.10347,-0.0071021,-0.44433
-0.12916,-0.07789,0.022766,0.22499,0.69834,1,0.089444,-0.8326,-0.8895,-0.39073,0.088497
-0.047347,-0.080982,-0.031358,0.0053927,0.47391,1,0.93925,0.21701,-0.25014,-0.16859,0.47433
-0.036487,-0.07355,-0.043009,0.042905,0.50193,1,0.91209,0.40159,-0.003453,-0.038905,0.31384
