0.041803,0.045554,0.019787,0.12112,0.55828,1,0.69785,0.25693,0.011703,0.036991,0.15256
0.032391,0.032559,0.009732,0.18068,0.58683,1,0.60685,0.18609,0.011342,0.030325,0.028293
0.055194,0.05189,0.01792,0.13623,0.56545,1,0.67455,0.24981,0.0064352,0.016458,0.12311
0.087563,0.05377,0.014099,0.47765,0.9853,1,0.48639,0.0011485,0.034592,0.067567,-0.50525
0.041168,0.056769,0.031244,0.057372,0.52341,1,0.84184,0.36813,0.0057265,0.036401,0.33091
0.071079,0.038774,0.015298,0.30683,0.7741,1,0.54682,0.08392,0.010079,0.029649,-0.27192
0.059703,0.034106,0.01355,0.29011,0.73272,1,0.55782,0.1122,0.010621,0.014256,-0.21357
0.048898,0.022594,0.0040274,0.24742,0.67958,1,0.56889,0.13382,0.0052208,0.022426,-0.12588
0.057394,0.051594,0.02218,0.12705,0.56457,1,0.69919,0.25395,0.0064567,0.03314,0.1633
0.039589,0.021904,0.013759,0.17674,0.58795,1,0.60045,0.18761,0.0035384,0.023165,0.010016
0.023008,0.061335,0.034738,0.0096916,0.49785,1,0.93246,0.4282,0.01726,0.03456,0.40545
0.041295,0.065971,0.02588,0.038879,0.52372,1,0.8897,0.39761,0.0091993,0.037433,0.37015
0.080076,0.046033,0.02251,0.47513,0.9953,1,0.48166,0.007238,0.030463,0.061895,-0.50857
0.042265,0.032705,0.012437,0.15801,0.57951,1,0.6317,0.21561,0.0089129,0.021431,0.058155
0.059127,0.021065,0.02164,0.22936,0.63822,1,0.58343,0.16496,0.0033181,0.026416,-0.066496
0.053684,0.042639,0.015636,0.32875,0.79394,1,0.53606,0.066061,0.021648,0.033916,-0.30327
0.067541,0.040803,0.014342,0.40474,0.87959,1,0.51372,0.02256,0.014033,0.046272,-0.39229
0.026267,0.064686,0.02757,0.013082,0.46464,0.97044,1,0.4938,0.0078458,0.027407,0.51697
0.014528,0.058637,0.039674,0.017353,0.40247,0.90596,1,0.51021,0.020417,0.018839,0.57691
0.04635,0.02433,0.0073479,0.20066,0.62289,1,0.58429,0.16451,0.0039224,0.028607,-0.046809
0.077968,0.037979,0.0073671,0.5005,1,0.95883,0.45467,0.0062218,0.024144,0.052025,-0.55083
0.044093,0.050721,0.028302,0.098499,0.54837,1,0.73828,0.28863,0.011133,0.035373,0.22516
0.052246,0.05054,0.022203,0.11152,0.56331,1,0.72786,0.26648,0.010834,0.034527,0.18732
0.074236,0.044126,0.024279,0.33072,0.79739,1,0.53481,0.081564,0.0013834,0.033965,-0.30664
0.037779,0.078517,0.048486,0.016591,0.49709,1,0.9117,0.43176,0.016081,0.0024969,0.39897
0.068603,0.041856,0.016572,0.31361,0.77012,1,0.54333,0.085597,0.017737,0.041034,-0.26581
0.04482,0.074816,0.031094,0.014503,0.50483,1,0.94589,0.44249,0.010231,0.031122,0.43122
0.050124,0.055703,0.025283,0.076653,0.53268,1,0.7865,0.32464,0.009085,0.027439,0.27854
