-0.052489,-0.043991,-0.040378,-0.028571,-0.021407,-0.010323,-0.0045785,-0.0011787,0.060805,0.15673,0.26165,0.36289,0.46518,0.56909,0.67315,0.77663,0.87748,0.98108,0.92389,0.82146,0.71638,0.61375,0.50947,0.40096,0.29628,0.19242,0.092,-0.013982,-0.01515,-0.019829,-0.026657,-0.033171,-0.038749,-0.044335,-0.050379,-0.05602,-0.062693,-0.059398,-0.047745,-0.032924,-1.8143
-0.050501,-0.062738,-0.053806,-0.047057,-0.038976,-0.028532,-0.024964,-0.018553,-0.011995,-0.0078763,-0.0039037,0.073369,0.17943,0.28431,0.38854,0.49024,0.58942,0.69436,0.79713,0.90048,1.0044,0.92447,0.82183,0.71677,0.60793,0.50863,0.40775,0.30401,0.19826,0.099488,0.010695,-0.0015863,-0.0098743,-0.020462,-0.02036,-0.030584,-0.037374,-0.048152,-0.05055,-0.059055,1.0959
-0.039808,-0.028628,-0.026436,-0.019047,-0.019587,-0.01014,-0.0022846,0.093809,0.19687,0.30127,0.40268,0.50827,0.61674,0.72292,0.82135,0.92048,0.98432,0.88656,0.77995,0.67982,0.57884,0.47222,0.36726,0.26797,0.16779,0.066654,0.0034459,-0.0064889,-0.012868,-0.024999,-0.032213,-0.036779,-0.041444,-0.048107,-0.050817,-0.056516,-0.05372,-0.040241,-0.030259,-0.019992,-3.1754
-0.05194,-0.067774,-0.05895,-0.052421,-0.049092,-0.043364,-0.033727,-0.033895,-0.030569,-0.023772,-0.014983,0.029998,0.12946,0.23148,0.3323,0.43394,0.53504,0.63777,0.74162,0.84521,0.94591,0.92564,0.82285,0.72361,0.62293,0.52219,0.41617,0.31535,0.21306,0.10683,0.0040538,-0.01504,-0.020536,-0.02098,-0.024799,-0.027992,-0.02633,-0.030787,-0.034503,-0.04157,1.3947
-0.025679,-0.039046,-0.053392,-0.066639,-0.076409,-0.064757,-0.057634,-0.048461,-0.044226,-0.033787,-0.026018,-0.022781,-0.017684,-0.0076739,0.014736,0.1108,0.21548,0.31728,0.41915,0.51953,0.62281,0.72878,0.82963,0.93204,0.95508,0.85183,0.75386,0.64956,0.55392,0.45249,0.34731,0.24536,0.13998,0.037992,-0.0028649,-0.008021,-0.014791,-0.024961,-0.032094,-0.040055,4.5686
-0.0484,-0.039731,-0.030641,-0.023521,-0.018469,-0.01193,0.020776,0.12486,0.22847,0.32611,0.42892,0.53361,0.6376,0.74022,0.84396,0.94513,0.95457,0.85508,0.75618,0.657,0.55599,0.45541,0.35163,0.24567,0.14337,0.042901,0.0055782,-0.0070926,-0.016803,-0.021106,-0.029539,-0.036616,-0.043724,-0.048633,-0.053437,-0.055969,-0.043066,-0.023412,-0.013425,-0.00069565,-3.4423
-0.049843,-0.060616,-0.076273,-0.063645,-0.054817,-0.049264,-0.0394,-0.027739,-0.020132,-0.012951,-0.007075,-0.0016289,0.050565,0.1524,0.2583,0.3572,0.45716,0.55655,0.66297,0.7678,0.86735,0.96704,0.93285,0.82756,0.72353,0.62189,0.51905,0.41344,0.3048,0.20068,0.098659,0.0013245,-0.010564,-0.016671,-0.016752,-0.018992,-0.015525,-0.013585,-0.022689,-0.025084,2.3307
-0.069517,-0.063142,-0.055143,-0.042555,-0.034801,-0.02491,-0.020503,-0.013846,0.0019789,0.0070218,0.091843,0.19301,0.29679,0.3976,0.50216,0.59932,0.70448,0.80822,0.90424,1.0096,0.89989,0.79745,0.69523,0.59224,0.48763,0.38708,0.28309,0.18192,0.077514,-0.0022411,-0.012272,-0.015839,-0.02301,-0.027518,-0.038816,-0.039261,-0.048188,-0.049239,-0.060803,-0.05231,0.016465
-0.053608,-0.051226,-0.048511,-0.039064,-0.035489,-0.025428,-0.015995,-0.01238,-0.0060252,0.075874,0.18201,0.28836,0.39491,0.49417,0.59761,0.701,0.80388,0.90719,1.0107,0.91133,0.80674,0.70259,0.59811,0.49389,0.39284,0.28529,0.1807,0.076962,-0.0066816,-0.0098884,-0.019449,-0.028323,-0.03597,-0.042139,-0.050939,-0.05819,-0.062623,-0.065682,-0.062619,-0.052373,-0.96294
-0.027236,-0.023035,-0.020851,-0.017517,-0.007401,0.021767,0.12195,0.22063,0.3217,0.4245,0.52842,0.63439,0.73834,0.84083,0.94598,0.94791,0.84803,0.74474,0.64302,0.53949,0.44077,0.33804,0.23618,0.13517,0.031586,-0.0050766,-0.0067466,-0.018078,-0.027107,-0.033662,-0.045643,-0.05399,-0.064898,-0.069865,-0.075774,-0.062426,-0.051198,-0.037295,-0.018375,-0.012062,-4.4854
-0.063162,-0.050325,-0.042871,-0.035917,-0.030501,-0.027202,-0.02405,0.01384,0.11978,0.22262,0.33331,0.4314,0.53598,0.63526,0.74093,0.84938,0.95338,0.95455,0.84807,0.74714,0.63775,0.5328,0.43149,0.32871,0.2277,0.12659,0.021062,-0.0060003,-0.0073049,-0.017891,-0.017058,-0.022387,-0.032428,-0.037827,-0.049844,-0.054185,-0.06005,-0.043664,-0.027357,-0.017122,-2.5016
-0.041641,-0.051153,-0.051827,-0.041877,-0.033583,-0.028377,-0.023902,-0.015996,-0.0062719,9.9355e-05,0.00015906,0.012759,0.11936,0.21955,0.3196,0.42117,0.52219,0.62588,0.72499,0.82251,0.9246,0.97465,0.87018,0.76502,0.66845,0.57022,0.46993,0.36702,0.26284,0.15895,0.05961,0.00081018,-0.0011825,-0.0018047,-0.0099285,-0.019649,-0.030568,-0.031134,-0.030071,-0.038726,1.736
-0.053571,-0.059221,-0.051088,-0.04988,-0.043483,-0.04066,-0.031802,-0.022322,-0.013823,-0.0082379,-0.0040514,0.099813,0.20853,0.31281,0.41365,0.52265,0.61845,0.71736,0.82006,0.91679,0.98777,0.87765,0.76971,0.66473,0.56181,0.45579,0.35666,0.25224,0.15364,0.050448,-0.013511,-0.014604,-0.020653,-0.027353,-0.037111,-0.041335,-0.047559,-0.059352,-0.064312,-0.070425,0.80625
-0.047303,-0.039427,-0.033759,-0.021399,-0.012245,-0.0058425,0.051215,0.15467,0.26008,0.36219,0.46841,0.56742,0.67021,0.77092,0.86936,0.97351,0.9256,0.81851,0.71938,0.61622,0.51033,0.40396,0.29883,0.19701,0.095659,-0.0064503,-0.015262,-0.023099,-0.028875,-0.037444,-0.040039,-0.041546,-0.03928,-0.043734,-0.048298,-0.048943,-0.037729,-0.024674,-0.011468,0.0059396,-3.7218
-0.038692,-0.031358,-0.027049,-0.023661,-0.022051,-0.021551,-0.018883,0.036106,0.13736,0.24071,0.34659,0.44644,0.54896,0.65009,0.75656,0.85976,0.96396,0.91852,0.81452,0.70814,0.60843,0.51223,0.40859,0.31219,0.21171,0.10877,0.0078496,0.0017655,-0.0054364,-0.01481,-0.022936,-0.032126,-0.03651,-0.049814,-0.058117,-0.06233,-0.0685,-0.05397,-0.042636,-0.028175,-2.75
-0.033846,-0.034654,-0.028379,-0.02117,-0.014116,-0.0091513,0.055116,0.15249,0.25434,0.35642,0.46632,0.56769,0.67461,0.78031,0.88279,0.98679,0.94713,0.84366,0.73815,0.63672,0.52234,0.41848,0.31426,0.20546,0.10313,0.0016314,-0.0093675,-0.015923,-0.021101,-0.029436,-0.035693,-0.041412,-0.045823,-0.051712,-0.056862,-0.061657,-0.052943,-0.037181,-0.028621,-0.011075,-3.7214
