0.061184,0.20894,0.64579,1.2665,1.2573,1.0203,0.47976,-0.11822
0.99757,0.77441,0.53734,0.51438,0.65707,0.98843,0.65304,-0.26921
0.73052,1.1635,1.4514,1.5288,1.009,0.48106,0.42265,0.1575
0.68379,0.68107,1.4272,1.4693,1.0409,0.79871,1.0784,0.53532
0.018287,0.094129,0.50289,0.90096,0.64705,0.24955,0.0096007,0.18695
2.009,2.5188,1.5884,1.3142,1.4396,1.3547,0.86254,0.29855
0.012489,0.1587,0.53568,0.90369,0.55569,0.18635,0.0032723,0.034183
0.056938,0.32657,0.7329,0.70477,0.47325,0.87604,0.50715,-0.27092
0.68736,1.0259,1.2237,1.4687,0.89458,0.7164,0.6509,-0.33892
0.90611,1.2075,1.285,1.0499,1.0908,1.335,1.3244,0.36971
0.25859,0.34354,0.68893,1.5177,1.6475,1.0414,0.76437,0.21028
0.0064661,0.15491,0.51295,0.87589,0.5406,0.17691,0.0039561,0.03335
0.53942,0.70268,0.6857,1.2519,1.4308,0.34764,0.57101,0.23195
0.01518,0.43943,1.1707,1.6759,0.95998,0.23461,0.011686,0.019207
0.48314,1.2065,1.6638,1.708,1.1625,1.5462,1.5122,0.040816
0.22828,0.15741,0.96691,2.7857,4.4618,5.0456,3.4269,0.09967
1.6332,1.5192,1.656,1.8659,1.2041,0.98688,1.0678,0.25044
0.34802,0.38179,0.45907,1.2283,1.4312,0.78175,0.31654,-0.23061
1.2638,1.7681,2.5165,2.6089,2.2119,2.1658,1.6895,0.11112
0.00911,0.14396,0.51046,0.87582,0.52875,0.16677,0.0049469,0.024275
0.056145,0.088887,0.060032,0.31009,0.74784,0.87676,0.51562,0.28608
0.84025,0.47265,0.70941,0.73649,0.36727,0.026175,0.032924,-0.51631
0.91703,1.4328,1.4599,1.1923,1.1041,0.71481,0.11416,0.27673
0.35777,1.1859,1.8761,1.8359,0.96713,0.27602,0.077584,0.28448
0.047065,0.75776,2.089,3.0135,2.6504,1.878,1.3265,-0.051667
0.30135,1.1894,2.0808,2.288,1.4981,0.93461,0.58372,-0.31868
0.80595,1.0663,1.2755,1.3944,1.0227,0.75564,0.12164,0.094416
0.70121,0.84362,1.3937,1.7278,0.99758,0.20056,0.89132,0.18049
0.063582,0.30955,0.84078,1.4346,1.3487,0.88701,1.1321,-0.14382
0.70718,1.4624,1.4058,1.2724,0.65049,0.54852,1.0853,-0.20149
0.51464,1.0814,1.4071,1.471,0.49559,0.36929,0.49108,-0.069474
0.27535,0.2212,0.40608,1.983,3.182,2.6918,1.2148,-0.085337
0.50699,1.1257,1.3254,1.4484,1.1549,0.67766,0.18492,0.058716
0.45931,0.10396,0.83922,1.5468,1.2488,0.78394,0.55877,0.26449
1.1087,1.5095,1.6141,1.5299,0.8091,0.25675,0.70156,0.14024
0.23155,0.6347,1.2028,1.6234,1.514,1.6768,1.2047,-0.084764
0.81297,2.0228,2.4814,2.1222,1.6725,1.5628,1.0022,-0.74205
1.1521,2.8582,4.008,2.6746,0.7765,0.41877,0.51941,-0.022438
0.21237,0.62474,1.2438,0.85006,0.069864,0.4681,0.75156,0.10583
0.11569,1.2342,2.4461,2.2741,0.73559,0.23511,0.30652,0.10577
0.015924,0.30329,0.74243,0.9514,0.52242,0.0861,0.011143,-0.28621
0.20075,0.25108,0.61685,1.0782,1.0454,1.057,0.93478,-0.03444
1.3441,1.7138,2.3205,2.3309,1.0762,0.83427,0.49712,0.11521
0.67446,0.64204,1.202,1.9742,0.89186,0.60979,0.53435,0.46548
0.0095601,0.14708,0.29426,0.42407,0.27816,0.13419,0.018869,0.083934
1.1724,1.2279,1.0544,0.97567,0.79725,0.87188,0.71844,-0.22434
1.0539,0.67613,0.82626,0.96345,0.50038,0.072556,0.015245,-0.36357
0.96906,0.57467,0.19293,0.73109,0.74098,0.71635,0.94369,0.19617
0.95115,1.0783,0.89575,1.2471,1.2544,1.1303,0.60314,-0.11074
0.22482,0.50693,0.51275,0.52333,0.87755,0.90637,0.61856,0.18781
0.95589,1.4506,2.448,3.3097,2.4841,1.4996,1.0946,-0.22947
0.94014,1.2508,1.7439,1.818,1.3048,0.64019,1.0418,0.096742
0.40297,0.41308,1.2333,2.3343,2.6232,2.1012,1.7351,-0.26232
0.036468,0.052372,0.41655,0.77912,0.62669,0.26241,0.0056199,0.3037
0.021759,0.58559,1.6728,2.355,1.0621,1.0711,1.1725,-0.074774
0.0092542,0.23451,0.62591,0.87485,0.48682,0.10724,0.0030695,-0.18438
0.26376,0.18406,1.0746,1.4021,0.74365,0.48609,0.62189,-0.068475
0.3767,0.71177,1.0726,0.74411,0.2394,0.094235,0.11177,0.10224
0.91801,0.54994,0.62624,0.62288,0.72839,1.0338,1.8348,0.055724
0.63303,1.8384,2.7439,2.4175,0.70108,0.25439,0.54275,-0.25154
0.4033,0.44459,1.5005,2.4946,2.1355,0.92692,0.037138,0.03245
0.5354,0.67724,0.83427,0.99365,1.0505,1.2008,0.87315,0.13444
1.0339,0.61783,0.22645,0.16279,0.43341,0.18747,0.44353,0.3016
0.86995,1.476,1.979,1.9092,1.614,1.572,1.5468,-0.10714
0.0060235,0.19624,0.64334,1.0815,0.63905,0.19744,0.0055299,0.00094718
